Numero_Linha_Original,Problema,Conteudo_Linha
357892,"Esperava 91 colunas, encontrou 93","['OI', '10283117/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948122811', '000000161115850', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 15:36:50', '30/04/2025 15:49:39', '29/04/2025 13:10:24', '24/04/2025 19:56:13', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283117/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'VHA/IP/00460', '', 'TAD', 'VHA', 'RO', 'VILHENA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' VHA/IP/00460', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357893,"Esperava 91 colunas, encontrou 93","['OI', '10283117/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948122811', '000000161115850', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:36:50', '30/04/2025 15:49:39', '30/04/2025 15:49:39', '24/04/2025 19:56:13', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283117/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'VHA/IP/00460', '', 'TAD', 'VHA', 'RO', 'VILHENA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' VHA/IP/00460', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357894,"Esperava 91 colunas, encontrou 93","['OI', '10283117/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948122811', '000000161115850', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:36:50', '', '30/04/2025 15:49:39', '24/04/2025 19:56:13', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283117/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'VHA/IP/00460', '', 'TAD', 'VHA', 'RO', 'VILHENA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' VHA/IP/00460', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357895,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MAGDO DOS REIS VITAL', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:42:44', '14/03/2025 15:42:44', '14/03/2025 15:42:44', '14/03/2025 15:42:44', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-8 Cliente : ', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', '', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357896,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 15:42:44', '17/03/2025 12:14:05', '14/03/2025 15:42:44', '17/03/2025 12:05:07', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados  Favor realizar a exc', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', '', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357897,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Ativação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 15:42:44', '07/04/2025 11:01:06', '17/03/2025 12:14:05', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para Z02', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', 'GSI-INN FT', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357898,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Ativação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 15:42:44', '07/04/2025 11:02:41', '07/04/2025 11:01:06', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para Z02', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', 'GSI-INN FT', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357899,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Ativação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 15:42:44', '07/04/2025 15:14:37', '07/04/2025 11:02:41', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', '#INN FLAG_SITE#    Executar sc', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', 'GSI-INN FT', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357900,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 15:42:44', '07/04/2025 15:14:37', '07/04/2025 15:14:37', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para Z02', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', 'GSI-INN FT', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357901,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ALEXANDRE TEIXEIRA DA SILVA', 'Ativação', 'Suporte TI FT', 'TOP1', '2880', '14/03/2025 15:42:44', '07/04/2025 15:26:11', '07/04/2025 15:14:37', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Correção aplicada.  Por favor,', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', 'GSI-INN FT', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357902,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 15:42:44', '07/04/2025 15:26:11', '07/04/2025 15:26:11', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para Z16', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', 'GSI-INN FT', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357903,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 15:42:44', '10/04/2025 18:16:01', '07/04/2025 15:26:11', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', '', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357904,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:42:44', '10/04/2025 18:16:01', '10/04/2025 18:16:01', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para MAG', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', '', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357905,"Esperava 91 colunas, encontrou 93","['OI', '10283120/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948276452', '000000161114681', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MAGDO DOS REIS VITAL', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:42:44', '', '10/04/2025 18:16:01', '07/04/2025 11:01:06', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para MAG', '0', '10283120/25', '2', '0', '0', '0000000000000000000000000 0 0 0000000000000000', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'IIG/IP/01808', '', 'TAD', 'ADO', 'MG', 'AREADO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' IIG/IP/01808', 'N', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357906,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:48:00', '14/03/2025 15:48:00', '14/03/2025 15:48:00', '14/03/2025 15:48:00', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-67 Cliente :', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357907,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'VANIA LEONOR PEREIRA PRADO', 'Solicitação', 'Validação Corporativo SP', 'TOP1', '2880', '14/03/2025 15:48:00', '17/03/2025 14:22:35', '14/03/2025 15:48:00', '17/03/2025 14:11:21', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', ' Observações: OS : RITM0795473', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357908,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'RAFAEL DOS SANTOS PINTO', 'Solicitação', 'PVT STAR 21 (CS)', 'TOP1', '2880', '14/03/2025 15:48:00', '17/03/2025 14:32:39', '17/03/2025 14:22:35', '17/03/2025 14:32:24', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Cir: 2469045', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357909,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 15:48:00', '17/03/2025 14:32:40', '17/03/2025 14:32:39', '17/03/2025 14:32:24', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para CHR', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357910,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Solicitação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 15:48:00', '19/03/2025 09:41:29', '17/03/2025 14:32:40', '17/03/2025 14:32:24', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para o G', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357911,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Solicitação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 15:48:00', '19/03/2025 09:43:32', '19/03/2025 09:41:29', '19/03/2025 09:41:53', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação: Cancelamento Defi', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357912,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Solicitação', 'Cancelamento Centralizado', 'TOP1', '2880', '14/03/2025 15:48:00', '19/03/2025 09:48:23', '19/03/2025 09:43:32', '19/03/2025 09:46:01', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados EC,  Solicitação: Can', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357913,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:48:00', '19/03/2025 09:48:23', '19/03/2025 09:48:23', '19/03/2025 09:46:01', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357914,"Esperava 91 colunas, encontrou 93","['OI', '10283128/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948168641', '000000161116349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:48:00', '', '19/03/2025 09:48:23', '19/03/2025 09:46:01', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283128/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'TKDSB002402', '', 'TAD', 'MIS', 'MT', ""MIRASSOL D'OESTE"", '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' TALKD ', ' <TKDSB002402>', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
357966,"Esperava 91 colunas, encontrou 93","['OI', '10283137/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948250739', '000000161117453', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MAGDO DOS REIS VITAL', 'Solicitação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 15:47:04', '14/03/2025 15:47:04', '14/03/2025 15:47:04', '14/03/2025 15:47:04', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'MAGDO', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-24 Cliente :', '0', '10283137/25', '2', '0', '0', '000000000 0 0 000000000', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'RJO/IP/41891', '', 'TAD', 'RJO', 'RJ', 'RIO DE JANEIRO', '', 'MAGDO', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' RJO/IP/41891', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
